,State,Area,LHS,HS,SC,BD
3149,WI,Oconto County,9.6,44.0,30.2,16.2
3150,WI,Oneida County,8.0,33.3,32.5,26.2
3151,WI,Outagamie County,6.5,33.7,32.1,27.8
3152,WI,Ozaukee County,3.7,21.9,27.8,46.7
3153,WI,Pepin County,9.1,42.3,30.3,18.3
3154,WI,Pierce County,5.3,33.7,33.2,27.8
3155,WI,Polk County,7.2,39.1,34.1,19.6
3156,WI,Portage County,6.8,32.7,30.2,30.3
3157,WI,Price County,9.7,41.1,33.0,16.2
3158,WI,Racine County,11.2,31.4,33.4,24.0
3159,WI,Richland County,10.7,41.4,30.2,17.8
3160,WI,Rock County,10.6,36.5,32.2,20.8
3161,WI,Rusk County,12.5,42.8,29.9,14.8
3162,WI,St. Croix County,4.2,26.8,35.5,33.4
3163,WI,Sauk County,9.1,36.6,32.0,22.3
3164,WI,Sawyer County,8.9,34.8,34.2,22.1
3165,WI,Shawano County,9.4,45.0,30.0,15.6
3166,WI,Sheboygan County,8.4,36.9,31.1,23.6
3167,WI,Taylor County,12.4,46.1,28.0,13.5
3168,WI,Trempealeau County,10.6,39.3,30.8,19.3
3169,WI,Vernon County,11.9,38.0,28.9,21.2
3170,WI,Vilas County,7.5,31.2,34.5,26.8
3171,WI,Walworth County,9.1,31.6,31.5,27.8
3172,WI,Washburn County,8.2,37.9,32.3,21.6
3173,WI,Washington County,6.1,30.4,34.1,29.4
3174,WI,Waukesha County,4.1,24.2,30.1,41.6
3175,WI,Waupaca County,9.1,43.1,30.1,17.7
3176,WI,Waushara County,13.8,41.8,29.4,15.1
3177,WI,Winnebago County,7.9,34.0,31.2,26.9
3178,WI,Wood County,7.7,38.9,33.1,20.4
3179,WY,Wyoming,7.6,29.2,37.2,26.0
3180,WY,Albany County,4.2,16.8,31.2,47.9
3181,WY,Big Horn County,10.4,29.9,40.4,19.3
3182,WY,Campbell County,8.3,34.9,37.7,19.1
3183,WY,Carbon County,9.6,34.8,35.3,20.3
3184,WY,Converse County,9.8,37.9,36.8,15.5
3185,WY,Crook County,6.1,32.6,40.0,21.4
3186,WY,Fremont County,8.5,32.5,36.6,22.4
3187,WY,Goshen County,8.4,29.7,39.0,23.0
3188,WY,Hot Springs County,8.4,27.6,41.6,22.3
3189,WY,Johnson County,5.1,33.2,36.2,25.5
3190,WY,Laramie County,6.7,26.5,39.1,27.7
3191,WY,Lincoln County,7.0,31.3,41.4,20.4
3192,WY,Natrona County,8.3,29.1,40.3,22.2
3193,WY,Niobrara County,11.1,27.7,42.2,19.0
3194,WY,Park County,5.7,25.5,36.8,32.0
3195,WY,Platte County,9.7,32.3,38.3,19.7
3196,WY,Sheridan County,6.1,24.9,38.8,30.1
3197,WY,Sublette County,4.7,37.5,33.4,24.4
3198,WY,Sweetwater County,9.3,34.1,35.2,21.4
3199,WY,Teton County,4.6,15.8,25.8,53.8
3200,WY,Uinta County,10.4,36.6,34.8,18.2
3201,WY,Washakie County,12.6,30.8,35.6,21.1
3202,WY,Weston County,8.6,32.7,39.9,18.8
